restaurantID,url,name,address,averagePrice,chefName1,chefName2,chefName3,cuisine,description,isBookable,maxPartySize,schedule,promotions,phone,photo,ratingValue,reviewCount,style,latitude,longitude,location,city,ambienceRatingSummary,foodRatingSummary,serviceRatingSummary,paymentAcceptedSummary
751439,https://www.thefork.com/restaurant/mare-shrimp-stuff-r751439,Maré Shrimp & Stuff,"R. José Barbosa,Olhão, Portugal",25,Valdemar Marques,Not Applicable,Not Applicable,Mediterranean,,True,60.0,"{'Monday': '18:30 - 23:30', 'Tuesday': '18:30 - 23:30', 'Wednesday': '18:30 - 23:30', 'Thursday': '18:30 - 23:30', 'Friday': '18:30 - 23:30', 'Saturday': '18:30 - 23:30', 'Sunday': 'Closed'}",No Offers,912578199,https://res.cloudinary.com/tf-lab/image/upload/restaurant/d762c870-b149-4291-a5a7-8a867f534fe6/2a65771f-b068-40c7-92e7-ecbcf0266b43.jpg,9.4,206.0,Author,,,Olhão,Faro,8.8,8.9,8.9,"['MBWay', 'MBWay', 'Credit Card', 'Maestro Card', 'Mastercard', 'Visa Electron']"
66797,https://www.thefork.com/restaurant/casa-velha-r66797,Casa Velha,"Rua Formosa - Roundabout 6,Almancil, Portugal",140,Alipio Branco,Not Applicable,Not Applicable,European,,True,8.0,"{'Monday': 'Closed', 'Tuesday': '19:00 - 21:00', 'Wednesday': '19:00 - 21:00', 'Thursday': '19:00 - 21:00', 'Friday': '19:00 - 21:00', 'Saturday': '19:00 - 21:00', 'Sunday': 'Closed'}","[{'promotion_type': 'Happy Hour', 'day_of_week': 'Friday', 'start_time': '2:00pm', 'end_time': '5:15pm'}, {'promotion_type': '10% off', 'day_of_week': 'Tuesday', 'start_time': '6:30pm', 'end_time': '8:30pm'}, {'promotion_type': 'Free drink', 'day_of_week': 'Thursday', 'start_time': '5:30pm', 'end_time': '9:00pm'}]",911812510,https://res.cloudinary.com/tf-lab/image/upload/restaurant/06136aee-6b89-48c2-8a27-3b1cff2b49a1/c1926fa6-e312-4c02-b9a8-76d8f19c7cea.jpg,8.4,172.0,Contemporary cuisine,,,Almancil,Faro,9.4,9.1,9.1,"['American Express', 'Mastercard', 'Visa']"
747816,https://www.thefork.com/restaurant/o-palco-r747816,O Palco,"Av. Dom Afonso Henriques 55,Coimbra, Portugal",55,Marco Almeida,Not Applicable,Not Applicable,Portuguese,,True,60.0,"{'Monday': '12:30 - 14:30, 19:30 - 22:30', 'Tuesday': 'Closed', 'Wednesday': 'Closed', 'Thursday': '12:30 - 14:30, 19:30 - 22:30', 'Friday': '12:30 - 14:30, 19:30 - 22:30', 'Saturday': '12:30 - 14:30, 19:30 - 22:30', 'Sunday': '12:30 - 15:00'}",No Offers,938451205,https://res.cloudinary.com/tf-lab/image/upload/restaurant/ae98de3e-8274-429a-83f2-85573b4ea045/b12cf041-4c4d-4c6f-b025-d087cbd03488.jpg,9.7,133.0,Contemporary cuisine,,,Coimbra,Coimbra,9.8,10.0,10.0,"['Apple Pay', 'Credit Card', 'Maestro Card', 'Mastercard', 'Visa']"
674091,https://www.thefork.com/restaurant/refeitro-da-baixa-r674091,Refeitro da Baixa,"Terreiro da Erva Nº2 e 4,Coimbra, Portugal",25,Not Applicable,Not Applicable,Not Applicable,International,,True,60.0,"{'Monday': '12:30 - 15:00, 19:00 - 22:30', 'Tuesday': '12:30 - 15:00, 19:00 - 22:30', 'Wednesday': '12:30 - 15:00, 19:00 - 22:30', 'Thursday': '12:30 - 15:00, 19:00 - 22:30', 'Friday': '12:30 - 15:00, 19:00 - 22:30', 'Saturday': '13:00 - 15:00, 19:00 - 22:30', 'Sunday': 'Closed'}",No Offers,239820080,https://res.cloudinary.com/tf-lab/image/upload/restaurant/9191f8d6-bc95-4286-b3df-165d9d50c2a8/63a7ab38-b136-4452-9fde-1798641a61ec.jpg,9.1,932.0,Contemporary cuisine,,,Coimbra,Coimbra,9.4,9.1,9.4,"['Apple Pay', 'Credit Card', 'Mastercard', 'MBWay', 'Visa', 'Visa Electron']"
756301,https://www.thefork.com/restaurant/ma-restaurante-r756301,MA Restaurante,"R. do Norte 13,Coimbra, Portugal",63,Ricardo Casqueiro,Not Applicable,Not Applicable,Japanese,,True,,"{'Monday': 'Closed', 'Tuesday': '19:00 - 22:00', 'Wednesday': '19:00 - 22:00', 'Thursday': '19:00 - 22:00', 'Friday': '19:00 - 22:00', 'Saturday': '19:00 - 22:00', 'Sunday': 'Closed'}",No Offers,919999651,https://res.cloudinary.com/tf-lab/image/upload/restaurant/9144ab32-360b-4ccd-a8ed-e9b9e7935bd6/8adc277f-41f7-423c-b323-c05dec51418c.jpg,9.7,47.0,Author,,,Coimbra,Coimbra,9.0,9.5,10.0,"['American Express', 'Credit Card', 'Mastercard', 'MBWay', 'Visa']"
738144,https://www.thefork.com/restaurant/allopizza-r738144,Allôpizza,"R. Dr. Rosa Falcão 38,Coimbra, Portugal",14,Not Applicable,Not Applicable,Not Applicable,Italian,,True,60.0,"{'Monday': '12:00 - 23:00', 'Tuesday': '12:00 - 23:00', 'Wednesday': '12:00 - 23:00', 'Thursday': '12:00 - 23:00', 'Friday': '12:00 - 23:00', 'Saturday': 'Closed', 'Sunday': '19:00 - 23:00'}","[{'promotion_type': 'Free dessert', 'day_of_week': 'Wednesday', 'start_time': '5:30pm', 'end_time': '9:30pm'}, {'promotion_type': 'Happy Hour', 'day_of_week': 'Sunday', 'start_time': '2:00pm', 'end_time': '7:00pm'}, {'promotion_type': '20% off', 'day_of_week': 'Tuesday', 'start_time': '6:15pm', 'end_time': '11:00pm'}]",Not Available,https://res.cloudinary.com/tf-lab/image/upload/restaurant/5395845f-cbca-45d5-ba71-a00750d7e41d/24514cf5-cb7d-4474-8193-970685aa3562.jpg,8.4,342.0,Cosy,,,Coimbra,Coimbra,8.7,8.6,8.9,['Credit Card']
756294,https://www.thefork.com/restaurant/notes-bar-kitchen-r756294,Notes Bar & Kitchen,"R. Dr. Manuel Rodrigues 17,Coimbra, Portugal",26,Vitor Pereira,Not Applicable,Not Applicable,Portuguese,,True,,"{'Monday': 'Closed', 'Tuesday': '12:00 - 15:00, 19:30 - 24:00', 'Wednesday': '12:00 - 15:00, 19:30 - 24:00', 'Thursday': '12:00 - 15:00, 19:30 - 24:00', 'Friday': '12:00 - 15:00, 19:30 - 24:00', 'Saturday': '12:00 - 15:00, 19:30 - 24:00', 'Sunday': 'Closed'}",No Offers,Not Available,https://res.cloudinary.com/tf-lab/image/upload/restaurant/90e523c5-5ddd-4db6-a6aa-d8d3ee58b6c9/49bf0448-8b49-462d-9cdb-bccc1a94f73d.jpg,9.4,57.0,After work,,,Coimbra,Coimbra,9.6,9.2,9.6,"['American Express', 'Credit Card', 'Mastercard', 'MBWay', 'Visa']"
732733,https://www.thefork.com/restaurant/la-divina-s-pizzeria-r732733,La Divina's Pizzeria,"R. Carlos Seixas 267 A,Coimbra, Portugal",11,Not Applicable,Not Applicable,Not Applicable,Pizzeria,,True,60.0,"{'Monday': '10:00 - 15:00, 19:30 - 22:30', 'Tuesday': '10:00 - 15:00, 19:30 - 22:30', 'Wednesday': '10:00 - 15:00, 19:30 - 22:30', 'Thursday': '10:00 - 15:00, 19:30 - 22:30', 'Friday': '10:00 - 15:00, 19:30 - 22:30', 'Saturday': '10:00 - 15:00, 19:30 - 22:30', 'Sunday': 'Closed'}","[{'promotion_type': '10% off', 'day_of_week': 'Wednesday', 'start_time': '5:00pm', 'end_time': '8:15pm'}, {'promotion_type': 'Happy Hour', 'day_of_week': 'Thursday', 'start_time': '3:45pm', 'end_time': '6:30pm'}, {'promotion_type': 'Free dessert', 'day_of_week': 'Monday', 'start_time': '6:30pm', 'end_time': '10:45pm'}]",Not Available,https://res.cloudinary.com/tf-lab/image/upload/restaurant/4898fe5f-17a6-4e5c-be69-4715ced821de/042440a3-93ef-420f-bebc-f726d29bc6b2.jpg,9.1,96.0,Cosy,,,Coimbra,Coimbra,8.0,9.333333333333334,9.333333333333334,['Credit Card']
736393,https://www.thefork.com/restaurant/peixe-do-mercado-r736393,Peixe do Mercado,"R. Olímpio Nicolau Rui Fernandes 208,Coimbra, Portugal",23,Not Applicable,Not Applicable,Not Applicable,Portuguese,,True,60.0,"{'Monday': 'Closed', 'Tuesday': '12:00 - 15:00, 19:30 - 23:00', 'Wednesday': '12:00 - 15:00, 19:30 - 23:00', 'Thursday': '12:00 - 15:00, 19:30 - 23:00', 'Friday': '12:00 - 15:00, 19:30 - 23:00', 'Saturday': '12:00 - 15:00, 19:30 - 23:00', 'Sunday': 'Closed'}","[{'promotion_type': 'Free dessert', 'day_of_week': 'Thursday', 'start_time': '6:15pm', 'end_time': '10:15pm'}, {'promotion_type': '10% off', 'day_of_week': 'Wednesday', 'start_time': '5:00pm', 'end_time': '10:30pm'}, {'promotion_type': '30% off', 'day_of_week': 'Tuesday', 'start_time': '5:00pm', 'end_time': '10:30pm'}]",Not Available,https://res.cloudinary.com/tf-lab/image/upload/restaurant/def8e091-0558-4199-ba0a-d139caf68080/c93d12c7-2aed-4b56-b22e-615fc23d28a6.jpg,9.0,166.0,After work,,,Coimbra,Coimbra,9.263157894736842,9.263157894736842,9.789473684210526,['Credit Card']
805806,https://www.thefork.com/restaurant/restaurante-bodega-brasileira-r805806,Restaurante Bodega Brasileira,"R. Martins de Carvalho 24,Coimbra, Portugal",19,Not Applicable,Not Applicable,Not Applicable,Brazilian,,True,,"{'Monday': '12:00 - 22:00', 'Tuesday': '12:00 - 22:00', 'Wednesday': '12:00 - 22:00', 'Thursday': '12:00 - 22:00', 'Friday': '12:00 - 22:00', 'Saturday': '12:00 - 22:00', 'Sunday': '12:00 - 22:00'}","[{'promotion_type': 'Free drink', 'day_of_week': 'Friday', 'start_time': '5:45pm', 'end_time': '9:30pm'}]",239401179,https://res.cloudinary.com/tf-lab/image/upload/restaurant/07bbe07f-35f3-4b4b-bf34-b44300536734/cd21f554-0c27-4ee3-be0c-7aca122da006.jpg,9.0,36.0,After work,,,Coimbra,Coimbra,10.0,9.6,9.6,['Credit Card']
723757,https://www.thefork.com/restaurant/antonio-dos-leitoes-porta-larga-r723757,António dos Leitões - Porta Larga,"R. das Padeiras 35,Coimbra, Portugal",14,Antonio Vasconcelos,Not Applicable,Not Applicable,Portuguese,,True,60.0,"{'Monday': '09:00 - 18:00', 'Tuesday': '09:00 - 18:00', 'Wednesday': '09:00 - 18:00', 'Thursday': '09:00 - 18:00', 'Friday': '09:00 - 18:00', 'Saturday': '09:00 - 15:00', 'Sunday': 'Closed'}","[{'promotion_type': 'Free drink', 'day_of_week': 'Saturday', 'start_time': '7:30pm', 'end_time': '9:00pm'}, {'promotion_type': 'Free drink', 'day_of_week': 'Thursday', 'start_time': '6:00pm', 'end_time': '10:45pm'}, {'promotion_type': 'Free dessert', 'day_of_week': 'Monday', 'start_time': '6:45pm', 'end_time': '8:00pm'}]",Not Available,https://res.cloudinary.com/tf-lab/image/upload/restaurant/955cfc98-0157-427d-a591-7d8f45c64e7d/2057eb8f-a022-4d5f-9149-d4f0a4e7d9dd.jpg,9.2,82.0,Café,,,Coimbra,Coimbra,9.368421052631579,9.894736842105264,9.789473684210526,['Cash']
731347,https://www.thefork.com/restaurant/devaneio-bistro-wine-bar-r731347,Devaneio Bistro & Wine bar,"Adro de Baixo,Coimbra, Portugal",22,Not Applicable,Not Applicable,Not Applicable,International,,True,60.0,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '19:00 - 22:30', 'Thursday': '19:00 - 22:30', 'Friday': '12:30 - 15:00, 19:00 - 22:30', 'Saturday': '12:30 - 15:00, 19:00 - 22:30', 'Sunday': '12:30 - 15:00, 19:00 - 22:30'}",No Offers,Not Available,https://res.cloudinary.com/tf-lab/image/upload/restaurant/53c9d6af-e4df-4eb0-9556-e2065184bcd2/28daa44d-cbdb-4ac7-9021-40711806831e.jpg,9.6,677.0,After work,,,Coimbra,Coimbra,9.8,9.8,10.0,['Credit Card']
432009,https://www.thefork.com/restaurant/shari-sushi-bar-r432009,Shari Sushi Bar,"Av. Mendes Silva,Coimbra, Portugal",25,Not Applicable,Not Applicable,Not Applicable,Japanese,,True,30.0,"{'Monday': '12:00 - 15:00, 19:00 - 23:00', 'Tuesday': '12:00 - 15:00, 19:00 - 23:00', 'Wednesday': '12:00 - 15:00, 19:00 - 23:00', 'Thursday': '12:00 - 15:00, 19:00 - 23:00', 'Friday': '12:00 - 15:00, 19:00 - 23:00', 'Saturday': '12:00 - 15:00, 19:00 - 23:00', 'Sunday': '12:00 - 15:00, 19:00 - 23:00'}",No Offers,Not Available,https://res.cloudinary.com/tf-lab/image/upload/restaurant/0deebc1b-fc78-4fbd-8f30-90fed268afbf/0b7eb2ab-35bc-4510-b790-0b05fa5feaed.jpg,9.1,1063.0,Contemporary cuisine,,,Coimbra,Coimbra,9.7,9.5,9.4,"['Credit Card', 'Maestro Card', 'Visa Electron']"
738343,https://www.thefork.com/restaurant/justsushi-coimbra-r738343,JustSushi Coimbra,"Av. Sá da Bandeira 17,Coimbra, Portugal",18,Not Applicable,Not Applicable,Not Applicable,Japanese,,True,60.0,"{'Monday': '12:00 - 15:00, 19:00 - 22:30', 'Tuesday': '12:00 - 15:00, 19:00 - 22:30', 'Wednesday': '12:00 - 15:00, 19:00 - 22:30', 'Thursday': '12:00 - 15:00, 19:00 - 22:30', 'Friday': '12:00 - 15:00, 19:00 - 22:30', 'Saturday': '12:00 - 15:00, 19:00 - 22:30', 'Sunday': '12:00 - 15:00, 19:00 - 22:30'}","[{'promotion_type': '20% off', 'day_of_week': 'Saturday', 'start_time': '6:00pm', 'end_time': '11:15pm'}]",239163876,https://res.cloudinary.com/tf-lab/image/upload/restaurant/8b3a56cd-7896-421d-a60a-c2c284c8bf6d/24d3cb83-6cbb-4b34-babf-2d4e5f787847.jpg,8.9,354.0,After work,,,Coimbra,Coimbra,8.7,8.9,8.9,['Credit Card']
712333,https://www.thefork.com/restaurant/spaghetti-notte-r712333,Spaghetti Notte,"R. Vitorino Nemésio 397,Coimbra, Portugal",35,Rita Queiroz,Not Applicable,Not Applicable,Italian,,True,60.0,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': 'Closed', 'Thursday': 'Closed', 'Friday': 'Closed', 'Saturday': 'Closed', 'Sunday': 'Closed'}",No Offers,Not Available,https://res.cloudinary.com/tf-lab/image/upload/restaurant/fc17ae59-5dc5-49c6-abeb-40ed8ef13b9b/ad085d9b-3ed2-4329-bd48-08365408eb7e.jpg,9.1,571.0,Contemporary cuisine,,,Coimbra,Coimbra,9.1,9.2,8.8,"['Credit Card', 'Mastercard', 'Visa']"
575123,https://www.thefork.com/restaurant/no-tacho-r575123,No Tacho,"R. da Moeda 20,Coimbra, Portugal",25,Vitor de Oliveira,Not Applicable,Not Applicable,Portuguese,,True,60.0,"{'Monday': 'Closed', 'Tuesday': '12:30 - 15:00, 19:30 - 22:00', 'Wednesday': '12:30 - 15:00, 19:00 - 22:30', 'Thursday': '12:30 - 15:00, 19:00 - 22:30', 'Friday': '12:30 - 15:00, 19:00 - 22:30', 'Saturday': '12:30 - 15:00, 19:00 - 22:30', 'Sunday': 'Closed'}","[{'promotion_type': 'Free drink', 'day_of_week': 'Saturday', 'start_time': '7:45pm', 'end_time': '9:30pm'}, {'promotion_type': 'Free dessert', 'day_of_week': 'Wednesday', 'start_time': '5:30pm', 'end_time': '8:45pm'}, {'promotion_type': '10% off', 'day_of_week': 'Thursday', 'start_time': '5:45pm', 'end_time': '8:30pm'}]",911925961,https://res.cloudinary.com/tf-lab/image/upload/restaurant/b5917a1f-8230-4d7c-bd9f-24a1496ae39b/3746a0da-7bb0-4400-b937-f0349ce6bc42.jpg,9.3,957.0,Good for families,,,Coimbra,Coimbra,9.8,9.8,10.0,"['Mastercard', 'Visa']"
731673,https://www.thefork.com/restaurant/restaurante-cordel-maneirista-r731673,Restaurante Cordel Maneirista,"R. Carlos Alberto Pinto de Abreu 4,Coimbra, Portugal",20,Not Applicable,Not Applicable,Not Applicable,Portuguese,,True,60.0,"{'Monday': '12:00 - 14:30, 19:00 - 22:30', 'Tuesday': '12:00 - 14:30, 19:00 - 22:30', 'Wednesday': '00:15 - 02:30, 19:15 - 22:30', 'Thursday': 'Closed', 'Friday': '12:00 - 14:30, 19:00 - 22:30', 'Saturday': '12:00 - 14:30, 19:00 - 22:30', 'Sunday': '12:00 - 14:30'}",No Offers,Not Available,https://res.cloudinary.com/tf-lab/image/upload/restaurant/815112ec-fc0c-4da1-a5ef-6271f9fb8af1/17ceac5b-de01-43b0-8aec-cc06d5a162d7.jpg,8.9,284.0,Author,,,Coimbra,Coimbra,9.3,9.3,9.1,['Credit Card']
727498,https://www.thefork.com/restaurant/maria-rio-r727498,Maria Rio,"Rua Couraça de Lisboa Nº5,Coimbra, Portugal",14,Not Applicable,Not Applicable,Not Applicable,Portuguese,,True,60.0,"{'Monday': '12:00 - 15:00, 19:00 - 22:00', 'Tuesday': 'Closed', 'Wednesday': '12:00 - 15:00, 19:00 - 22:00', 'Thursday': '12:00 - 15:00, 19:00 - 22:00', 'Friday': '12:00 - 15:00, 19:00 - 22:00', 'Saturday': '12:00 - 15:00, 19:00 - 22:00', 'Sunday': '12:00 - 15:00, 19:00 - 22:00'}","[{'promotion_type': '20% off', 'day_of_week': 'Saturday', 'start_time': '8:15pm', 'end_time': '11:45pm'}]",Not Available,https://res.cloudinary.com/tf-lab/image/upload/restaurant/5a8b0a11-7e5f-4314-8e04-39f40a8e96ea/724aa2fc-a67c-403a-815e-67cc8edea0ca.jpg,9.0,168.0,After work,,,Coimbra,Coimbra,8.8,9.0,9.0,['Credit Card']
316753,https://www.thefork.com/restaurant/honorato-coimbra-r316753,Honorato – Coimbra,"R. Joao de Deus Ramos 146,Coimbra, Portugal",15,Not Applicable,Not Applicable,Not Applicable,Portuguese,,True,6.0,"{'Monday': '12:00 - 24:00', 'Tuesday': '12:00 - 24:00', 'Wednesday': '12:00 - 24:00', 'Thursday': '12:00 - 24:00', 'Friday': '12:00 - 24:00', 'Saturday': '12:00 - 24:00', 'Sunday': '12:00 - 24:00'}",No Offers,910054671,https://res.cloudinary.com/tf-lab/image/upload/restaurant/55bc0061-db1a-4e79-a9c2-3011fbac46f6/71185402-ea3d-43e9-90f6-b0ba3e0722ea.jpg,8.7,513.0,Author,,,Coimbra,Coimbra,9.2,9.0,8.8,"['American Express', 'Credit Card', 'Mastercard', 'Visa']"
720182,https://www.thefork.com/restaurant/terraco-da-alta-r720182,Terraço da Alta,"Couraça dos Apóstolos 47-49 Coimbra,Coimbra, Portugal",23,Not Applicable,Not Applicable,Not Applicable,Portuguese,,True,60.0,"{'Monday': '00:15 - 00:30', 'Tuesday': '12:00 - 24:00', 'Wednesday': '12:00 - 24:00', 'Thursday': '12:00 - 24:00', 'Friday': '12:00 - 24:00', 'Saturday': '12:00 - 24:00', 'Sunday': '12:00 - 24:00'}","[{'promotion_type': '20% off', 'day_of_week': 'Monday', 'start_time': '8:15pm', 'end_time': '11:45pm'}, {'promotion_type': 'Happy Hour', 'day_of_week': 'Tuesday', 'start_time': '2:15pm', 'end_time': '5:30pm'}, {'promotion_type': 'Free drink', 'day_of_week': 'Monday', 'start_time': '6:30pm', 'end_time': '9:00pm'}]",927318578,https://res.cloudinary.com/tf-lab/image/upload/restaurant/587f1aad-d1ed-4ccf-850b-fdb103bd8910/5dec96df-2906-429b-b8e8-d2a1dd7c4549.jpg,8.8,428.0,Contemporary cuisine,,,Coimbra,Coimbra,8.1,7.6,7.4,"['Credit Card', 'Mastercard', 'Visa']"
670899,https://www.thefork.com/restaurant/cervejaria-reduto-r670899,Cervejaria Reduto,"Avenida Fernão de Magalhães - 274,Coimbra, Portugal",11,Not Applicable,Not Applicable,Not Applicable,Portuguese,,True,60.0,"{'Monday': '12:00 - 15:00, 19:00 - 23:00', 'Tuesday': '12:00 - 15:00, 19:00 - 23:00', 'Wednesday': '12:00 - 15:00, 19:00 - 23:00', 'Thursday': '12:00 - 15:00, 19:00 - 23:00', 'Friday': '12:00 - 15:00, 19:00 - 23:00', 'Saturday': '12:00 - 15:00, 19:00 - 23:00', 'Sunday': 'Closed'}","[{'promotion_type': '20% off', 'day_of_week': 'Monday', 'start_time': '8:45pm', 'end_time': '9:45pm'}]",Not Available,https://res.cloudinary.com/tf-lab/image/upload/restaurant/0c34fe92-cffd-4da8-b843-f34bf6c19563/0e202ee5-0ed6-4d60-99f6-0a2a8a720ec9.jpg,8.7,34.0,After work,,,Coimbra,Coimbra,9.0,10.0,10.0,['Credit Card']
64972,https://www.thefork.com/restaurant/solar-do-bacalhau-r64972,Solar do Bacalhau,"Rua da Sota - 10,Coimbra, Portugal",28,Not Applicable,Not Applicable,Not Applicable,Portuguese,,True,300.0,"{'Monday': '12:00 - 22:00', 'Tuesday': '12:00 - 22:00', 'Wednesday': '12:00 - 22:00', 'Thursday': '12:00 - 22:00', 'Friday': '12:00 - 22:00', 'Saturday': '12:00 - 22:00', 'Sunday': '12:00 - 22:00'}","[{'promotion_type': 'Free drink', 'day_of_week': 'Friday', 'start_time': '5:30pm', 'end_time': '9:00pm'}]",239098990,https://res.cloudinary.com/tf-lab/image/upload/restaurant/ba03e157-adb3-4b0c-9d31-d76e52d59b83/05b7279f-e07b-434d-aa4e-c788906998c3.jpg,8.8,2855.0,Live music,,,Coimbra,Coimbra,8.4,8.3,8.4,"['Check', 'Credit Card', 'Mastercard', 'Visa']"
451513,https://www.thefork.com/restaurant/simone-coffee-shop-r451513,Simone Coffee Shop,"R. João Machado 5, 3000-226 Coimbra,Coimbra, Portugal",18,Not Applicable,Not Applicable,Not Applicable,International,,True,60.0,"{'Monday': '08:00 - 23:00', 'Tuesday': '08:00 - 23:00', 'Wednesday': '08:00 - 23:00', 'Thursday': '08:00 - 23:00', 'Friday': '08:00 - 23:00', 'Saturday': '08:00 - 23:00', 'Sunday': '08:00 - 23:00'}","[{'promotion_type': 'Free drink', 'day_of_week': 'Thursday', 'start_time': '6:45pm', 'end_time': '10:45pm'}, {'promotion_type': 'Free dessert', 'day_of_week': 'Wednesday', 'start_time': '5:45pm', 'end_time': '8:45pm'}, {'promotion_type': 'Free drink', 'day_of_week': 'Tuesday', 'start_time': '6:00pm', 'end_time': '8:45pm'}]",Not Available,https://res.cloudinary.com/tf-lab/image/upload/restaurant/fb54c3d7-45c4-4556-97f0-17cea6711e26/b9d7b48a-25cf-4ea8-a346-e89d22b5ce59.jpg,8.1,95.0,Good for families,,,Coimbra,Coimbra,8.76923076923077,8.461538461538462,8.153846153846153,"['Credit Card', 'Visa']"
540961,https://www.thefork.com/restaurant/petisqueira-portuguesa-r540961,Petisqueira Portuguesa,"Largo da Sota, 6,Coimbra, Portugal",18,Catarina Neves,Not Applicable,Not Applicable,Portuguese,,True,60.0,"{'Monday': '12:00 - 14:00, 19:00 - 22:30', 'Tuesday': '12:00 - 14:00, 19:00 - 22:30', 'Wednesday': '12:00 - 14:00, 19:00 - 22:30', 'Thursday': '12:00 - 14:00, 19:00 - 22:30', 'Friday': '12:00 - 14:00, 19:00 - 22:30', 'Saturday': '12:00 - 14:00, 19:00 - 22:30', 'Sunday': 'Closed'}",No Offers,239151088,https://res.cloudinary.com/tf-lab/image/upload/restaurant/ad028e90-e2bd-46c3-9ee4-d7589e5138b5/65b8df7a-f2d7-41bc-a9d5-38555f0f2b08.jpg,8.6,390.0,Cosy,,,Coimbra,Coimbra,9.4,9.3,9.3,"['Credit Card', 'Visa']"
752812,https://www.thefork.com/restaurant/petisqueira-navegadores-r752812,Petisqueira Navegadores,"Rua do Brasil 434,Coimbra, Portugal",15,Not Applicable,Not Applicable,Not Applicable,Portuguese,,True,60.0,"{'Monday': '12:00 - 15:00, 19:00 - 22:30', 'Tuesday': '12:00 - 15:00, 19:00 - 22:30', 'Wednesday': '12:00 - 15:00, 19:00 - 22:30', 'Thursday': '12:00 - 15:00, 19:00 - 22:30', 'Friday': '12:00 - 15:00, 19:00 - 22:30', 'Saturday': '12:00 - 15:00, 19:00 - 22:30', 'Sunday': 'Closed'}",No Offers,239045168,https://res.cloudinary.com/tf-lab/image/upload/restaurant/36822fc8-b527-4ef0-9a2a-e7857fe4199a/47d838c1-4c04-4520-a148-b24577dbc2d4.jpg,9.1,66.0,After work,,,Coimbra,Coimbra,9.333333333333334,10.0,10.0,['Credit Card']
742803,https://www.thefork.com/restaurant/piscinas-do-mondego-r742803,Piscinas do Mondego,"Rotunda das Lages – Sta. Clara Parque Verde do Mondego 3041-901,Coimbra, Portugal",18,Not Applicable,Not Applicable,Not Applicable,Portuguese,,True,60.0,"{'Monday': '12:00 - 14:45, 19:30 - 22:15', 'Tuesday': '12:00 - 14:45, 19:30 - 22:15', 'Wednesday': '12:00 - 14:45, 19:30 - 22:15', 'Thursday': '12:00 - 14:45, 19:30 - 22:15', 'Friday': '12:00 - 14:45, 19:30 - 22:45', 'Saturday': '12:00 - 14:45, 19:30 - 22:45', 'Sunday': '12:00 - 14:45'}",No Offers,Not Available,https://res.cloudinary.com/tf-lab/image/upload/restaurant/9d35fbb0-6bc0-4d3a-be7e-15c987afa142/bef1c3eb-f9c6-4925-8971-7ea2b531acce.jpg,9.1,130.0,After work,,,Coimbra,Coimbra,9.384615384615385,9.384615384615385,9.692307692307692,['Credit Card']
754487,https://www.thefork.com/restaurant/fogo-e-tradicao-r754487,Fogo e Tradição,"Segunda Travessa Rua Salgueiro Maia nº3,Coimbra, Portugal",26,Rafael Santos,Not Applicable,Not Applicable,Steakhouse,,True,60.0,"{'Monday': 'Closed', 'Tuesday': '12:00 - 14:45, 19:00 - 22:00', 'Wednesday': '12:00 - 14:45, 19:00 - 22:00', 'Thursday': '12:00 - 14:45, 19:00 - 22:00', 'Friday': '19:00 - 22:30', 'Saturday': '19:00 - 22:30', 'Sunday': 'Closed'}",No Offers,913333450,https://res.cloudinary.com/tf-lab/image/upload/restaurant/4f027468-88f5-48bd-9277-6302626ff9b5/02ce038f-1b09-4fde-8d6e-dabe632d9d4d.jpg,9.4,86.0,Cosy,,,Coimbra,Coimbra,9.714285714285714,10.0,10.0,['Credit Card']
756371,https://www.thefork.com/restaurant/tasca-conceito-r756371,Tasca Conceito,"R. Carminé de Miranda 7,Coimbra, Portugal",24,Not Applicable,Not Applicable,Not Applicable,Portuguese,,True,,"{'Monday': '11:30 - 15:30', 'Tuesday': '11:30 - 15:30', 'Wednesday': '11:30 - 15:30', 'Thursday': '11:30 - 15:30, 18:30 - 22:30', 'Friday': '11:30 - 15:30, 18:30 - 22:30', 'Saturday': '12:00 - 15:00, 19:00 - 22:30', 'Sunday': 'Closed'}",No Offers,Not Available,https://res.cloudinary.com/tf-lab/image/upload/restaurant/759c688a-5820-4f6a-afc1-2e6e802b034e/2d9b0f41-b97c-45d6-88cc-ba146d4da4c2.jpg,9.2,28.0,Author,,,Coimbra,Coimbra,9.0,10.0,10.0,['Credit Card']
