restaurantID,name_standard,cuisine_standard,style_standard,city_standard,location_standard,paymentsSummarystr_standard
733846,pizzeria madia,pizzeria,contemporary cuisine,setubal,setubal,mbway
675033,taberna grande,portuguese,after work,setubal,setubal,credit card visa visa electron
803598,amami comida caseira japonesa,japanese,after work,setubal,setubal,credit card
751974,taska moka,portuguese,after work,setubal,setubal,credit card
801238,pizzaria forno de lenha,pizzeria,after work,setubal,setubal,credit card
751109,flavours spot,american,after work,setubal,setubal,credit card
750883,tasca do duca,portuguese,after work,setubal,setubal,
729755,tapas na baixa,portuguese,after work,setubal,setubal,credit card
711981,casa japonesa,vegetarian,bistro,setubal,setubal,credit card maestro card mastercard mbway visa visa electron
746917,casa dan,international,after work,setubal,setubal,credit card
556947,ryori restaurante,international,author,setubal,setubal,credit card
805253,don formozzini pizzaria italiana,italian,central location,setubal,setubal,credit card
606505,490 taberna stb,portuguese,after work,setubal,setubal,credit card maestro card mastercard visa visa electron
686741,poco das fontainhas,mediterranean,not available,setubal,setubal,american express credit card mastercard visa
469189,kodachi setubal,japanese,after work,setubal,setubal,credit card mastercard visa
710119,pizzaria forno di napoli,pizzeria,central location,setubal,setubal,credit card
579537,martroia,seafood,good for families,setubal,setubal,credit card mastercard visa
724377,bistro tapas restaurante melia setubal,portuguese,author,setubal,setubal,american express credit card
373491,vela branca,portuguese,contemporary cuisine,setubal,setubal,american express credit card mastercard visa
805376,alegre me healthy brunch,vegetarian,after work,setubal,setubal,credit card
721731,sushima setubal,japanese,romantic,setubal,setubal,visa visa electron
512745,feito ao bife by absurdo,meat cuisine,cosy,setubal,setubal,credit card mastercard visa
500445,kodachi azeitao,japanese,after work,setubal,setubal,credit card mastercard visa
752864,restaurante saribas by maria mendonca,portuguese,central location,setubal,setubal,credit card
713739,tasca da esquina setubal,grilled,central location,setubal,setubal,visa visa electron
756162,aroma,portuguese,author,setubal,setubal,credit card
684301,chef stories about meat,european,after work,setubal,azeitao,credit card mastercard visa visa electron
697837,barriga de freira,meat cuisine,contemporary cuisine,setubal,setubal municipality,american express apple pay credit card maestro card mastercard mbway visa visa electron
742711,casa das codornizes,portuguese,after work,setubal,palmela,credit card
277565,flavors,vegetarian,after work,setubal,quinta do anjo,credit card visa
750670,restaurante 101,mediterranean,after work,setubal,sao lourenco,credit card maestro card mastercard visa visa electron
74956,culto panoramico,portuguese,cafe,setubal,palmela,credit card mastercard visa
700719,tajbom,international,after work,setubal,palmela,credit card mastercard mbway visa electron
800402,casa borba pizzaria,pizzeria,after work,setubal,sao lourenco,credit card
280575,exotic sushi fusion,japanese,after work,setubal,pinhal novo,credit card
719868,la picanha,steakhouse,good for groups,setubal,setubal,visa visa electron
650467,oficina da carne troia,international,after work,setubal,carvalhal gdl,visa visa electron
281403,pousada de palmela,portuguese,fine dining,setubal,palmela,american express credit card mastercard visa
510419,delhi darbar quinta do conde,indian,after work,setubal,quinta do conde,credit card mastercard
639523,subarashi viana,japanese,cosy,viana do castelo,viana do castelo,credit card mastercard visa
486175,botequim,brazilian,bachelor party,viana do castelo,viana do castelo,mastercard visa visa electron
697183,bota agua,seafood,cosy,viana do castelo,viana do castelo,credit card mastercard visa
804349,piteu,portuguese,fine dining,viana do castelo,viana do castelo,credit card maestro card mastercard mbway visa visa electron
455535,pousada viana do castelo,european,cosy,viana do castelo,viana do castelo,american express credit card mastercard visa
64756,laranjeira,portuguese,good for business lunch,viana do castelo,viana do castelo,mastercard visa
753253,alcazar,seafood,birthday,viana do castelo,neiva,credit card mastercard visa
807999,senhor bacalhau,portuguese,after work,viana do castelo,afife,mbway mbway credit card maestro card mastercard visa
374579,sky valley esposende,asian,terrace,viana do castelo,esposende,credit card mastercard visa
744735,argaco food drinks,mediterranean,fine dining,viana do castelo,moledo,mbway mbway
804081,gula steakhouse,grilled,lunch,viana do castelo,esposende,mbway mbway
750758,restaurante espelho agua hotel porta do sol,mediterranean,communion,viana do castelo,caminha,credit card mastercard visa
801137,samsara by sky valley,mediterranean,lunch,viana do castelo,marinhas,mbway mbway credit card
737564,lagoa azul,portuguese,cosy,viana do castelo,vila praia de ancora,credit card mastercard visa
688779,louro,mediterranean,author,viana do castelo,torre,apple pay credit card mastercard mbway visa visa electron
736781,um cibo mesa,portuguese,birthday,vila real,vila real,credit card mastercard visa
64903,caisdavilla,portuguese,good for families,vila real,vila real,american express mastercard visa
699385,loja do covilhete,portuguese,cosy,vila real,vila real,credit card mastercard visa
745450,el camino,mexican,not available,vila real,vila real,mbway mbway maestro card mastercard visa visa electron
752638,ga re garrafeira restaurante,portuguese,fine dining,vila real,vila real,mbway mbway credit card
802352,pisco restaurante regional,portuguese,bachelor party,vila real,vila real,mbway mbway visa electron
754719,terramar,grilled,good for families,vila real,vila real,credit card mastercard visa
749455,sushi real,japanese,lunch,vila real,vila real,mbway mbway credit card
666143,borralha restaurante,european,good for business lunch,vila real,vila real,credit card mastercard visa visa electron
628989,restaurante convivio,portuguese,good for families,vila real,vila real,credit card mastercard visa visa electron
752845,casa chuco,portuguese,cosy,vila real,vila real,credit card mastercard visa
317367,doc douro chef rui paula,portuguese,author,vila real,folgosa,credit card mastercard mbway visa
708481,casa do arco by douro exclusive,european,contemporary cuisine,vila real,sao cristovao do douro,credit card mastercard visa visa electron
590849,quinta do portal casa das pipas,european,cosy,vila real,sabrosa,american express visa visa electron
623963,the river restaurante,portuguese,after work,vila real,peso da regua,credit card mastercard visa visa electron
752074,quinta dos romanticos,varied,contemporary cuisine,vila real,canelas,apple pay credit card mastercard mbway visa
272309,restaurante viriato,portuguese,restaurant hotel,viseu,viseu,american express apple pay credit card mastercard visa
715388,aromatico 54,international,after work,viseu,viseu,credit card mastercard mbway visa
748764,pizzaria luzzo viseu,italian,contemporary cuisine,viseu,viseu,credit card mastercard visa
715146,muralha da se,portuguese,central location,viseu,viseu,american express credit card mastercard mbway visa
750472,hamburgueria do club,american,not available,braga,braga,
752194,pizzaria casa napoli,pizzeria,lunch,braga,braga,mbway
801774,armazem da se,portuguese,lunch,braga,braga,mbway mbway credit card
733920,nikko,japanese,fine dining,braga,braga,
754489,bill sports bar,american,terrace,braga,braga,mbway mbway credit card
801183,antu braga,european,bistro,braga,braga,credit card
806553,beijing,asian,lunch,braga,braga,mbway mbway credit card
749403,dona pipa,mediterranean,not available,braga,braga,mbway mbway credit card
745867,inato bistro,mediterranean,contemporary cuisine,braga,braga,mbway mbway
715084,meze,european,contemporary cuisine,braga,braga,credit card mastercard visa
375379,esperanca verde,portuguese,communion,braga,braga,credit card mastercard visa
553647,cafe astoria,european,central location,braga,braga,credit card
395369,rolha restaurante garrafeira,european,good for groups,braga,braga,credit card mastercard visa
481989,kartilho,steakhouse,cosy,braga,braga,credit card mastercard mbway visa
713817,steakhouse churrasqueira nacional,grilled,good for families,braga,braga,credit card mastercard visa
750380,terminal 4700,grilled,contemporary cuisine,braga,braga,apple pay mbway mbway credit card maestro card mastercard visa
697817,gato do rio,portuguese,good for families,braga,braga,credit card
432083,mamma mia ristorante pizzeria,italian,good for families,braga,braga,credit card mastercard visa
675287,cervejaria makro,european,good for families,braga,braga,credit card mastercard visa
568401,la porta braga,italian,after work,braga,braga,credit card
318455,habanero restaurante bar mexicano,mexican,trendy,braga,braga,credit card diners club card visa voucher
714524,pizzaria pizza braga,pizzeria,fine dining,braga,braga,credit card
755773,the big guy burger bar,american,after work,braga,braga,credit card mastercard mbway visa
727119,cante food friends,european,lunch,braga,braga,credit card mastercard visa
733852,pampa churrascaria,brazilian,contemporary cuisine,braga,braga,mbway mbway credit card
717943,brasileira,european,good for families,braga,braga,credit card mastercard visa
802331,ristorante papilloni,pizzeria,lunch,braga,braga,mbway mbway credit card
65069,tia isabel,portuguese,good for business lunch,braga,braga,credit card mastercard visa visa electron
419495,diana restaurant,mediterranean,author,braga,braga,credit card mastercard visa
734122,centurium,portuguese,lunch,braga,braga,credit card mastercard visa
481713,alma deca,mediterranean,central location,braga,braga,american express credit card mastercard
556955,restaurante delfim,portuguese,cosy,braga,braga,credit card
672337,ohlala,portuguese,birthday,braga,braga,mastercard visa visa electron
740579,oboe restaurant club,international,good for families,braga,braga,mbway mbway credit card
675213,mostarda chocolate,european,central location,braga,braga,credit card mastercard visa
707365,sale dolce,pizzeria,good for groups,braga,braga,credit card mastercard visa visa electron
677297,il fiume nogueiro,pizzeria,birthday,braga,braga,credit card mastercard visa
746412,sempiedade braga,brazilian,fine dining,braga,braga,mbway mbway credit card
572183,caffe italy,pizzeria,after work,braga,braga,credit card
675887,alma do raio,european,brasserie,braga,braga,cash
468425,bistro chefao steak house,steakhouse,bistro,braga,braga,credit card mastercard visa
677303,il fiume real,pizzeria,birthday,braga,braga,
594727,pevidem,european,cosy,braga,braga,credit card
540063,restaurante kianda,fusion,after work,braga,braga,credit card
690465,donna se,portuguese,good for families,braga,braga,american express apple pay credit card diners club card mbway mastercard mbway visa visa electron
730026,comilaum,european,fine dining,braga,braga,credit card mastercard visa
383107,tabuas copos outras cenas,european,good for families,braga,braga,
748762,taberna da praca,portuguese,not available,braga,braga,mbway mbway credit card
677305,il fiume maximinos,pizzeria,birthday,braga,braga,credit card mastercard visa
752370,barra 46,international,fine dining,braga,braga,mbway mbway credit card
468765,bracara augusta,portuguese,traditional,braga,braga,credit card
688137,colher pau taberna,portuguese,cosy,braga,braga,credit card mastercard visa
715248,bendito burger and beer,varied,creative,braga,braga,credit card mastercard visa
653731,sanno healthy food braga,european,after work,braga,braga,credit card
556969,fornito restaurante pizzaria,pizzeria,cosy,braga,braga,credit card
732992,taberna da pizza,pizzeria,lunch,braga,braga,credit card mastercard visa
410223,pecado da se,portuguese,cosy,braga,braga,credit card mastercard visa
705137,time to,european,good for families,braga,braga,apple pay credit card visa electron
704181,felix taberna,european,good for families,braga,braga,credit card
741702,portico,portuguese,not available,braga,braga,mbway mastercard
749644,aguas de bacalhau,portuguese,contemporary cuisine,braga,braga,american express apple pay mbway mbway credit card maestro card mastercard visa visa electron
752365,eat fit gnration,european,brunch,braga,braga,mbway mbway credit card
723402,cervejaria tribunal,international,good for families,braga,braga,credit card mastercard visa
337551,taberna do migaitas,portuguese,trendy,braga,braga,credit card mastercard visa
700177,braga marisco,seafood,contemporary cuisine,braga,braga,american express mastercard mbway visa visa electron
649967,mimo smoke house,american,after work,braga,braga,cash
582195,la piola,pizzeria,after work,braga,braga,credit card
806363,darema street food,american,lunch,braga,braga,mbway mbway credit card
739101,marie restaurante,portuguese,not available,braga,braga,mastercard visa visa electron
570109,letraria craft beer library braga,pub grub,after work,braga,braga,credit card
571493,atravessado,fusion,after work,braga,braga,credit card visa electron
727019,idealysta,european,good for families,braga,nogueira,apple pay credit card mastercard visa
637049,indian papadum restaurant,indian,after work,portimao,portimao,credit card mastercard visa electron
324035,al fresco,pizzeria,homemade cuisine,portimao,portimao,credit card mastercard visa
802871,segreti italia portimao,italian,after work,portimao,portimao,mbway mbway credit card maestro card mastercard visa visa electron
612371,allbeef restaurante,steakhouse,after work,portimao,portimao,credit card mastercard visa visa electron
663591,quinto imperio,portuguese,after work,portimao,portimao,credit card mastercard visa visa electron
701219,numa restaurante,mediterranean,after work,portimao,portimao,mbway mbway visa visa electron
751966,adega da torralta,portuguese,after work,portimao,alvor,mbway mbway credit card maestro card mastercard visa visa electron
732106,allgarbe,portuguese,birthday,portimao,portimao,mbway mbway
752918,cbc,fusion,after work,portimao,portimao,mbway credit card maestro card mastercard
636729,wine food and friends,mediterranean,after work,portimao,portimao,american express credit card mastercard visa electron
714209,casa de sushi,japanese,after work,portimao,portimao,mbway mbway
755838,bella pizzeria,mediterranean,after work,portimao,portimao,mbway mbway credit card maestro card mastercard visa visa electron
749889,pote cheio pizza bar,pizzeria,after work,portimao,portimao,mbway mbway credit card maestro card mastercard visa
807573,the irish rover bar and grill,international,after work,portimao,portimao,mbway mbway credit card maestro card mastercard visa visa electron
605439,adris,mediterranean,after work,portimao,portimao,american express credit card mastercard visa visa electron
655913,peixarada bacalhoada,portuguese,after work,portimao,portimao,american express credit card mastercard visa visa electron
310485,squash,mediterranean,homemade cuisine,portimao,portimao,american express credit card mastercard visa
745692,meshua,fusion,contemporary cuisine,portimao,portimao,mbway mbway credit card mastercard visa visa electron
755683,paladar iberico tapas pinchos montaditos,portuguese,bachelor party,portimao,portimao,mbway mbway credit card maestro card mastercard visa visa electron
636747,restaurante,mediterranean,after work,portimao,portimao,american express credit card mastercard visa electron
589023,hamburgueria,portuguese,after work,portimao,portimao,credit card mastercard visa visa electron
581411,churrasqueira mursa,portuguese,after work,portimao,portimao,
742657,restaurante chefao steak house,steakhouse,after work,portimao,portimao,mbway mbway credit card visa
691801,amanti pizza pasta,italian,after work,portimao,portimao,credit card mastercard visa visa electron
721658,faina,mediterranean,birthday,portimao,portimao,mbway mbway
750354,do cais,mediterranean,after work,portimao,portimao,mbway mbway credit card maestro card mastercard visa electron
734349,churrasqueira da praca,portuguese,bachelor party,portimao,portimao,mbway mbway
752122,sunset pizzeria,italian,after work,portimao,portimao,american express mbway mbway credit card maestro card mastercard visa electron
751643,carpe diem bistro,brazilian,after work,portimao,portimao,mbway mbway credit card maestro card mastercard visa visa electron
489513,la gioconda praia da rocha,pizzeria,after work,portimao,portimao,credit card mastercard visa
750332,mae terra,vegetarian,author,portimao,portimao,cash
739921,bone tender steakhouse premium lounge,steakhouse,after work,portimao,portimao,cash credit card maestro card mastercard visa visa electron
753270,sunset plaza real,portuguese,after work,portimao,portimao,mbway mbway credit card maestro card mastercard visa electron
665231,la cucina di marta ristorante pizzeria italiana,italian,after work,portimao,portimao,credit card mastercard visa visa electron
733631,veranda,european,after work,portimao,portimao,credit card visa
707825,xarme restaurante bar,international,author,portimao,portimao,mbway mbway credit card
686159,kame sushi bar,japanese,birthday,portimao,portimao,credit card mastercard visa visa electron
743420,terrazza by la gioconda,italian,after work,portimao,portimao,mbway mbway credit card maestro card visa
742934,rei do espeto grill bar,brazilian,author,portimao,portimao,mbway mbway mastercard visa
721316,chef malik italian restaurant,italian,after work,portimao,portimao,mbway mbway
383677,aladino,international,bistronomic,portimao,portimao,american express credit card mastercard visa
517591,loki restaurante,international,author,portimao,portimao,credit card mastercard visa
691781,churrasqueira do vau,portuguese,after work,portimao,portimao,credit card mastercard visa visa electron
750353,riverside,mediterranean,bachelor party,portimao,portimao,mbway mbway credit card maestro card mastercard visa
636911,vinhos comidas,mediterranean,after work,portimao,portimao,american express credit card mastercard visa visa electron
750021,gaia chill grill,steakhouse,after work,portimao,portimao,mbway mbway credit card maestro card mastercard visa visa electron
701075,balance cafe vegetariano vegan healthy,vegan cuisine,author,portimao,portimao,credit card mastercard visa visa electron
752121,deck marina lounge,mediterranean,after work,portimao,portimao,american express mbway mbway credit card maestro card mastercard visa visa electron
586445,cloque ao mar,portuguese,after work,portimao,portimao,credit card mastercard visa visa electron
806642,artes sabores,portuguese,after work,portimao,portimao,mbway mbway credit card visa
671825,chico maria,portuguese,after work,portimao,portimao,
636843,bistro italiano,italian,bachelor party,portimao,portimao,american express credit card mastercard visa visa electron
699895,ptm downtown,portuguese,after work,portimao,portimao,credit card mastercard visa visa electron
749705,churrasqueira de lagoa,portuguese,after work,portimao,parchal,mbway mbway credit card maestro card mastercard visa
387511,borda do cais,portuguese,good for families,portimao,ferragudo,american express credit card mastercard visa
64520,penha longa mercatto,pizzeria,after work,sintra,sintra,credit card mastercard visa
716608,restaurante santos abrunheira,portuguese,good for families,sintra,sintra,credit card mastercard visa visa electron
322555,spices,asian,after work,sintra,sintra,credit card mastercard visa
312345,sushifashion beloura,japanese,after work,sintra,sintra,credit card diners club card visa
806811,caribbean restaurante,international,good for families,sintra,sintra,mastercard visa visa electron
691707,maria bojarda,portuguese,after work,sintra,sintra,credit card mastercard visa visa electron
71812,lab by sergi arola,portuguese,after work,sintra,sintra,credit card mastercard visa
749750,mamotto sushi,japanese,after work,sintra,sintra,credit card maestro card mastercard visa visa electron
65010,tacho real,portuguese,good for families,sintra,sintra,american express mastercard visa
546871,casa restaurante petiscaria bar,portuguese,after work,sintra,sintra,credit card mastercard visa visa electron
390931,sabores do mercado,mediterranean,after work,sintra,sintra,credit card maestro card mastercard mbway visa visa electron
66700,arola,mediterranean,garden,sintra,sintra,american express credit card mastercard visa
668343,passione pizza sintra,pizzeria,after work,sintra,sintra,credit card mastercard visa visa electron
710099,nova hamburgueria,american,after work,sintra,sintra,credit card mastercard visa visa electron
700709,hamburgueria da ferraria,european,good for families,sintra,sintra,credit card mastercard visa visa electron
800905,miranda restaurant terrace bar,portuguese,good for families,sintra,sintra,credit card maestro card mastercard visa visa electron
64519,lawrence hotel,european,contemporary cuisine,sintra,sintra,american express mastercard visa
302683,harko,vegan cuisine,after work,sintra,sintra,credit card mastercard visa
528521,adega do cozinheiro,portuguese,homemade cuisine,sintra,sintra,
71674,sabores de sintra,portuguese,bistronomic,sintra,sintra,credit card mastercard visa
469185,kodachi sintra,japanese,after work,sintra,sintra,credit card mastercard visa
733783,tulhas,portuguese,after work,sintra,sintra,credit card mastercard visa visa electron
720360,tapas wine,portuguese,after work,sintra,sintra,credit card mastercard mbway visa visa electron
71673,taverna dos trovadores,portuguese,live music,sintra,sintra,credit card visa
584313,canto dos trovadores,pizzeria,after work,sintra,sintra,credit card mastercard visa visa electron
702495,burger co,european,after work,sintra,sintra,credit card
214107,metamorphosis,international,after work,sintra,sintra,credit card mastercard visa
64580,romaria de baco,mediterranean,after work,sintra,sintra,american express credit card mastercard visa
276117,dona maria,portuguese,after work,sintra,sintra,credit card visa
386713,midori,japanese,garden,sintra,sintra,credit card mastercard visa
486627,pikatta,meat cuisine,after work,sintra,sintra,credit card visa
282297,sintra terrace,european,after work,sintra,sintra,credit card visa
571731,tiffosi da serra,pizzeria,after work,sintra,alcabideche,credit card mastercard visa visa electron
747402,kobra tacos tequila,mexican,after work,sintra,alcabideche,credit card maestro card mastercard visa visa electron
292969,delicia da beloura,portuguese,after work,sintra,sintra,credit card diners club card mastercard visa voucher
718145,sayuri sushi,japanese,after work,sintra,agualva cacem,credit card mbway
806022,avenida paulista steak house,steakhouse,after work,sintra,algueirao mem martins,credit card maestro card mbway visa electron
801200,dom brasiliano pizzaria,pizzeria,after work,sintra,agualva cacem,credit card maestro card mbway visa electron
325895,cantinho da vila,portuguese,after work,sintra,sintra,credit card mastercard visa
751973,komodo sushi bar,japanese,after work,sintra,aldeia de juzo,credit card maestro card mastercard mbway visa visa electron
755346,cantinho de sao marcos,brazilian,good for families,sintra,agualva cacem,credit card maestro card mbway
716234,porta76 sushi restaurant,japanese,after work,sintra,sao domingos de rana,credit card mastercard mbway visa visa electron
705087,aroma sushi lounge,japanese,after work,sintra,sintra,credit card mastercard visa visa electron
802730,miss sushi japanese,japanese,after work,sintra,colares,credit card maestro card mastercard mbway visa visa electron
716255,sal xixa steakhouse,international,after work,sintra,colares,credit card mastercard visa visa electron
711062,this grace,portuguese,after work,sintra,belas,credit card mastercard visa visa electron
380121,cantinho do picadeiro,portuguese,after work,sintra,sintra,
755939,sushi kiyomi,asian,after work,sintra,agualva cacem,mbway
565437,box lounge estoril,portuguese,bistro,sintra,estoril,credit card
64812,dona azeitona,pizzeria,great view,sintra,sao joao das lampas,
806534,cantinho das pipas,portuguese,after work,sintra,alcabideche,credit card maestro card mastercard mbway visa visa electron
719871,sede da ceu,portuguese,good for families,sintra,sao domingos de rana,credit card mastercard mbway visa visa electron
746288,sushi friendly,japanese,after work,sintra,algueirao mem martins,credit card maestro card mastercard mbway visa visa electron
743810,maria azeitona tires,portuguese,after work,sintra,sao domingos de rana,credit card maestro card mastercard visa visa electron
723585,insports,american,after work,sintra,mem martins,american express credit card mastercard visa visa electron
724121,boteco do gaucho,brazilian,after work,sintra,estoril,credit card mastercard visa visa electron
64817,refugio da roca,portuguese,romantic,sintra,colares,
415635,restaurante lisbon club,portuguese,after work,sintra,belas,credit card mastercard visa
800542,pizzaria beato,pizzeria,after work,sintra,agualva cacem,credit card maestro card mastercard mbway visa visa electron
753895,ecoar sushi house,japanese,after work,sintra,algueirao mem martins,credit card maestro card mastercard visa visa electron
753556,hfx restaurante churrasqueira,steakhouse,after work,sintra,agualva cacem,credit card maestro card mastercard mbway visa visa electron
755917,genios caprichosos,grilled,after work,sintra,algueirao mem martins,credit card maestro card mastercard mbway visa visa electron
705449,bar do fundo,mediterranean,cosy,sintra,colares,credit card mastercard mbway visa
800354,hamburgueria dog house,international,after work,sintra,rio de mouro,credit card mbway visa electron
64665,terrace hotel arribas,mediterranean,great view,sintra,colares,american express mastercard visa
802646,savana sushi mem martins,japanese,good for families,sintra,algueirao mem martins,credit card maestro card mastercard visa visa electron
736507,otto gastro bar,italian,after work,sintra,colares,cash mbway
615345,tipico aires,portuguese,after work,sintra,alcabideche,credit card mastercard mbway visa visa electron
806487,restaurante clubhouse,international,after work,sintra,belas,credit card maestro card mastercard mbway visa visa electron
738028,ra mesa restaurante,portuguese,after work,sintra,terrugem,visa visa electron
64862,buzio,seafood,great view,sintra,colares,american express mastercard visa
755462,pizzaria villa sintra,pizzeria,after work,sintra,lourel,mastercard mbway
744819,the den uma experiencia base de plantas,vegan cuisine,bistro,oeiras,oeiras,credit card maestro card mastercard mbway visa visa electron
806182,aussie steakhouse,steakhouse,after work,oeiras,oeiras,credit card maestro card mastercard mbway visa visa electron
690103,chez idriss restaurante marroquino shisha lounge,international,after work,oeiras,oeiras,credit card mastercard visa visa electron
803232,tem graca,portuguese,after work,oeiras,lisboa,credit card maestro card mastercard mbway visa visa electron
806131,pizzaria la dolce vita trattoria oeiras,italian,after work,oeiras,oeiras,cash
805258,sucesso,japanese,after work,oeiras,oeiras,credit card maestro card mastercard mbway visa visa electron
369411,confraria do polvo,portuguese,after work,oeiras,oeiras,credit card
578149,focus sushi and steak,fusion,bistro,oeiras,oeiras,credit card mastercard visa visa electron
66752,sakura shopping palmeiras,japanese,good for business lunch,oeiras,oeiras,american express mastercard visa
647659,mangia mangia,italian,after work,oeiras,oeiras,american express credit card mastercard visa
406613,etc tal,portuguese,after work,oeiras,oeiras,credit card mastercard visa visa electron
452039,pizaria bate beco,pizzeria,after work,oeiras,oeiras,credit card mastercard visa electron
724159,dom ze viche,peruvian,contemporary cuisine,oeiras,oeiras,credit card mastercard mbway visa visa electron
485053,focus restaurante italiano,pizzeria,after work,oeiras,oeiras,credit card mastercard visa
751496,sakura oeiras vila,japanese,after work,oeiras,oeiras,credit card visa electron
326553,charkoal,portuguese,after work,oeiras,oeiras,credit card mastercard visa
65243,saisa,seafood,great view,oeiras,oeiras,american express mastercard visa
730384,al vesuvio ristorante pizzeria,pizzeria,good for families,oeiras,oeiras,credit card
720102,verso rooftop lounge,international,after work,oeiras,oeiras,credit card mastercard visa visa electron
753959,toca do lobo,steakhouse,after work,oeiras,parede,credit card maestro card mastercard mbway visa visa electron
356193,quinta,portuguese,after work,oeiras,oeiras,check credit card mastercard visa voucher
733895,reticencias paragrafos,portuguese,after work,oeiras,parede,credit card mastercard visa visa electron
802592,tiffosi na praia,pizzeria,after work,oeiras,carcavelos,credit card maestro card visa electron
731835,aura inspiring food,mediterranean,after work,oeiras,paco de arcos,credit card mastercard visa visa electron
524411,great mess,portuguese,after work,oeiras,carcavelos,credit card mastercard visa visa electron
732382,maki sushi,international,after work,oeiras,parede,credit card mastercard visa visa electron
627953,sushiway by chef kadu,japanese,after work,oeiras,parede,credit card
744945,besushi,japanese,after work,oeiras,carcavelos,credit card mbway
436803,azure,mediterranean,terrace,oeiras,carcavelos,american express credit card mastercard visa
461197,noa sushi,japanese,after work,oeiras,carcavelos,credit card
756833,donna divina,pizzeria,after work,oeiras,parede,credit card maestro card mastercard mbway visa visa electron
741158,pizzaria de marco,pizzeria,after work,oeiras,sao domingos de rana,credit card maestro card mbway visa visa electron
725789,tascascaria tapas wine bar,portuguese,homemade cuisine,oeiras,parede,american express credit card maestro card mastercard visa visa electron
745399,barko,japanese,good for families,oeiras,carcavelos,credit card maestro card mastercard visa visa electron
439563,supremo sushi,japanese,good for families,oeiras,carcavelos,credit card mastercard visa
753164,terrace caxias,portuguese,after work,oeiras,caxias,credit card maestro card mastercard mbway visa visa electron
64554,casa galega paco de arcos,spanish,good for business lunch,oeiras,paco de arcos,visa
751215,palad arte peruvian cuisine,peruvian,after work,oeiras,parede,cash credit card
801918,outbeco sao domingos de rana,steakhouse,after work,oeiras,sao domingos de rana,credit card maestro card mastercard mbway visa visa electron
421361,queque,african,after work,oeiras,paco de arcos,credit card mastercard visa
327585,pastorinha,mediterranean,homemade cuisine,oeiras,carcavelos,american express credit card mastercard visa
539631,alkimia madeirense carcavelos,portuguese,after work,oeiras,carcavelos,credit card mastercard visa
290733,la lombonera steakhouse,varied,after work,oeiras,estoril,credit card mastercard visa
714980,genoma sushi,japanese,after work,oeiras,sao domingos de rana,credit card
751221,inevitavel collection palacio dos arcos,mediterranean,contemporary cuisine,oeiras,paco de arcos,american express credit card mastercard mbway visa
725637,moa sushi parede,japanese,after work,oeiras,parede,credit card mastercard visa visa electron
737313,tamagoshi,japanese,after work,oeiras,parede,credit card mastercard visa visa electron
804242,thailander asian restaurant and bar,asian,after work,oeiras,carcavelos,cash visa
804161,nautk restaurant rooftop,portuguese,after work,oeiras,parede,credit card maestro card mastercard mbway visa visa electron
800731,restaurante mira,seafood,good for families,oeiras,cascais,credit card maestro card mastercard mbway visa visa electron
701539,restaurante brasilis,brazilian,after work,oeiras,paco de arcos,credit card mastercard visa visa electron
569093,boh italian grill,italian,bistro,oeiras,queijas,american express credit card diners club card mastercard mbway visa visa electron
64500,zeno pizza picanha carcavelos,pizzeria,good for business lunch,oeiras,carcavelos,american express mastercard visa
310337,yuzu sushi bar,japanese,after work,oeiras,paco de arcos,credit card mastercard visa voucher
64753,os arcos,portuguese,good for business lunch,oeiras,paco de arcos,apple pay mastercard visa
580607,la rucula paco de arcos,pizzeria,after work,oeiras,paco de arcos,credit card mastercard visa visa electron
553423,praia velha,portuguese,after work,oeiras,paco de arcos,cash credit card mastercard visa
754441,casa dos arcos,portuguese,good for families,oeiras,parede,credit card maestro card mastercard visa visa electron
805365,amici,italian,after work,oeiras,sao domingos de rana,credit card maestro card mastercard mbway visa visa electron
307617,sociedade parede,portuguese,after work,oeiras,parede,credit card mastercard visa
807157,hoja santa cocina cocteleria mexicana,mexican,after work,oeiras,carcavelos,credit card maestro card mastercard mbway visa visa electron
218695,california,portuguese,after work,oeiras,parede,credit card maestro card mastercard visa visa electron
474123,olivo ristorante italiano,pizzeria,after work,oeiras,caxias,credit card
688287,kamikaze,asian,romantic,almada,almada,visa visa electron
684693,su she asian food,asian,after work,almada,almada,credit card visa visa electron
559413,apna indian restaurante,indian,after work,almada,almada,credit card
698711,restaurante nezy,european,good for business lunch,almada,almada,credit card mastercard visa visa electron
511151,oficina da carne cacilhas,steakhouse,after work,almada,almada,mastercard visa
754327,amaresushi restaurante japones,japanese,after work,almada,almada,credit card
65021,galeria,portuguese,live music,almada,almada,mastercard visa
752372,trufa earth food,european,bistro,almada,almada,credit card maestro card mastercard visa visa electron
754730,king heart,japanese,central location,almada,almada,credit card
743608,damasqino,syrian,after work,almada,almada,credit card
801326,poteitos batataria cia,american,after work,almada,almada,credit card
753559,wild burgers shakes,american,central location,almada,almada,credit card
806280,outbeco almada,steakhouse,after work,almada,almada,credit card maestro card visa electron
751769,patio 24,grilled,after work,almada,almada,credit card
673065,italian republic charneca caparica,italian,after work,almada,almada,visa visa electron
749591,amar,steakhouse,author,almada,almada,credit card
675673,boshq inspirational food juice lab,mediterranean,contemporary cuisine,almada,almada,american express credit card mastercard visa
657163,oficina do petisco mercado da romeira,portuguese,good for business lunch,almada,almada,visa visa electron
745168,bob restaurante coreano almada,korean,central location,almada,almada,credit card
